text,label
"EXCEPT FOR LIABILITIES UNDER SECTION 7.2  [Indemnity], NEITHER PARTY'S AGGREGATE LIABILITY ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR THE TRANSACTIONS CONTEMPLATED HEREBY, WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), WARRANTY OR OTHERWISE, SHALL EXCEED [***].",Cap On Liability
"EXCEPT TO THE EXTENT AWARDED TO A THIRD PARTY IN A JUDGMENT AGAINST WHICH A PARTY IS ENTITLED TO INDEMNIFICATION PURSUANT TO SECTION 7.2  [Indemnity], OR TO THE EXTENT ARISING OUT OF ANY BREACH OF SECTION 11.4  [Nondisclosure], NEITHER PARTY WILL BE LIABLE (WHETHER IN CONTRACT, WARRANTY, TORT (INCLUDING, BUT NOT LIMITED TO, NEGLIGENCE), PRODUCT LIABILITY OR OTHER THEORY), TO THE OTHER PARTY OR ANY OTHER PERSON OR ENTITY FOR COST OF COVER OR FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES (INCLUDING WITHOUT LIMITATION DAMAGES FOR LOSS OF PROFIT, REVENUE, BUSINESS OR DATA) ARISING OUT OF THIS AGREEMENT, EVEN IF SUCH PARTY HAS BEEN ADVISEDOF THE POSSIBILITY OF SUCH COSTS OR DAMAGES.",Cap On Liability
i-Escrow shall not run banner advertisements on the Co-Branded Site for any of 2TheMart's competitors.,Non-Compete
"All rights (under any applicable intellectual property right) granted herein are not sublicenseable,<omitted>transferable or assignable.",Anti-Assignment
"EXCEPT IN THE EVENT OF A BREACH OF SECTION 11, NEITHER PARTY SHALL BE LIABLE FOR SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOST PROFITS (HOWEVER ARISING, INCLUDING NEGLIGENCE) ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, EVEN IF THE PARTIES ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability
"During the Term, Snap will not grant any third party any right to sponsor any products or services in the Exclusive Category on or through the Snap Web Site.",Exclusivity
"For the avoidance of doubt, the parties acknowledge that the foregoing restriction applies only to persistent sponsorship placement as judged by Sponsor at its discretion, and not to run-of-site banner advertisements or other rotating promotional placements.",Exclusivity
"Neither party may assign this Agreement or any of its rights or delegate any of its duties under this Agreement without the prior written consent of the other party, not to be unreasonably withheld; except that either party may, without the other party's consent, assign this Agreement or any of its rights or delegate any of its duties under this Agreement: (a) to any corporate affiliate of such party; or (b) to any purchaser of all or substantially all of such party's assets or to any successor by way of merger, consolidation or similar transaction.",Anti-Assignment
"NEITHER PARTY WILL HAVE ANY LIABILITY FOR, AND EACH PARTY HEREBY WAIVES AND DISCLAIMS, ANY AND ALL CLAIMS AND CAUSES OF ACTION AGAINST THE OTHER PARTY, WHETHER IN CONTRACT, TORT (INCLUDING, WITHOUT LIMITATION, NEGLIGENCE AND STRICT LIABILITY), WARRANTY OR OTHERWISE, RELATING TO ANY INDIRECT, CONSEQUENTIAL OR EXEMPLARY DAMAGES, IN EACH CASE, ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT (INCLUDING ANY BREACH HEREOF) OR ANY OF THE TRANSACTIONS CONTEMPLATED HEREBY.",Cap On Liability
Neither party shall permit advertising on the Co-Branded Site from an entity which is a competitor to the other party.,Non-Compete
"During the Term of this Agreement and for a period of six (6) months thereafter, MediaLinx shall not use or publicly disclose the data collected from users of the Co-Branded Site if such use is for the purpose of providing health information, advertisements, or products that compete with those that reside on the Co-Branded Site.",Non-Compete
"HCI shall not either directly or indirectly license or deliver content to or carry on or be engaged with any other Canadian portal web site, being a Web site which aggregates and markets a variety of content directed to multiple communities of interest and which offers products,  Source: HEALTHCENTRAL COM, S-1/A, 11/8/1999      tools and services to a broad base of Canadian end users.",Exclusivity
"During the Term of the Agreement, and subject to the following requirements respecting Canadian content levels as set out in paragraphs 3(f), (g) and (h), HCI shall be the exclusive health content partner in the health section of the Sympatico web site, provided however, that nothing contained herein shall prevent MediaLinx from entering into an agreement with other parties for: i) a health based web directory; or ii) other health related content whose content does not compete with the content contained on the Co-Branded Site; which in no event shall receive no more than one fifth (1/5th) of the promotion and which shall constitute no more than one fifth (1/5th) of the total health related content which resides on the home page of the Sympatico Health section.",Exclusivity
"If, at any time during the Term of this Agreement, HCI fails to meet the content requirements set out in paragraphs 3(f), (g) and (h), HCI shall no longer be entitled to be the exclusive health content partner in the health section of the Sympatico web site.",Exclusivity
"Notwithstanding the foregoing, either party shall be permitted to assign this Agreement and any of its rights and obligations hereunder to an affiliate or related company or to a purchaser of all or substantially all of its Internet business, without obtaining the prior written consent of the other party.",Anti-Assignment
"Except as provided in this Section, neither Party may assign its rights or obligations under this Agreement without the prior written consent of the other Party, which shall not be unreasonably withheld.",Anti-Assignment
"EXCEPT WITH RESPECT TO THE INDEMNITY OBLIGATIONS IN SECTION 14, THE CONFIDENTIALITY OBLIGATIONS UNDER SECTION 16, AND THE YEAR 2000 COMPLIANCE OBLIGATIONS UNDER SECTION 20, NOTWITHSTANDING ANYTHING TO THE CONTRARY CONTAINED IN THIS AGREEMENT, UNDER NO CIRCUMSTANCES SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY WITH RESPECT TO THE SUBJECT MATTER OF THIS AGREEMENT UNDER ANY CONTRACT, NEGLIGENCE,                                                                                10  STRICT LIABILITY, TORT OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR EXEMPLARY DAMAGES (INCLUDING, WITHOUT LIMITATION, LOSS OF REVENUE OR GOODWILL OR ANTICIPATED PROFITS OR LOST BUSINESS), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability
"Beginning on the Launch Date and continuing during the Term, VerticalNet shall not place advertising relating to the commercial printing entities listed on Exhibit ""A,"" or other such entities subsequently identified by Impresse, on the VerticalNet Area of the Co-Branded Site.",Non-Compete
"Except as otherwise set forth herein, neither party shall transfer, assign or cede any rights or delegate any obligations hereunder, in whole or in part, whether voluntarily or by operation of law, without the prior written consent of the other party, which consent may be withheld at the other party's reasonable business discretion; provided, however, that either party may transfer this Agreement without prior written consent of the other to an Affiliate of such party, or to the surviving party in a merger or consolidation, or to a purchaser of all or substantially all of its assets.",Anti-Assignment
"Except for claims under Sections 9.4  [INDEMNIFICATION BY IMPRESSE] and 9.5  [INDEMNIFICATION BY VERTICALNET]<omitted>hereof, neither party may bring a claim or action regardless of form, arising out of or related to this Agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.",Cap On Liability
"EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 7 OR SECTION 8.1.5  [REPRESENTATIONS AND WARRANTIES] (v) AND THE INDEMNIFICATION OBLIGATIONS OF IMPRESSE UNDER SECTION 9.4(i)(d)  [INDEMNIFICATION BY IMPRESSE] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 9.5(i)(d)  [INDEMNIFICATION BY VERTICALNET], NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY OR INCIDENTAL DAMAGES ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY (INCLUDING NEGLIGENCE), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability
"eBix may terminate this Agreement, [**] upon [**] to About; provided,       however, that the termination is no earlier than [**] of the Effective       Date of this Agreement.",Termination For Convenience
"The Insurance Center shall be hosted solely by ebix and contained in an About Wrapper and ebix shall, during the Term, provide site maintenance services relative to the Insurance Center substantially as provided for the ebix Site from time to time, subject to the uptime requirements as set forth in Section 13.4  [TERMINATION AND SURVIVAL].",Exclusivity
"During the Term, ebix shall be the exclusive integrated online insurance provider in the Channels and Guide Sites listed in Section 3.1  [DEVELOPMENT, OPERATION AND ADMINISTRATIO...] above. [**]",Exclusivity
"Neither party may assign the Agreement without the written consent of the other party, which consent shall not be unreasonably withheld or delayed, except that either party may assign the Agreement without obtaining the consent of the other party to an affiliate or successor by way of purchase, merger, consolidation or similar transaction, subject to the requirement that the Agreement shall be binding and enforceable against any successor or assign.",Anti-Assignment
"About shall own and retain all right, title and interest in and to any       About User data generated within the About Network (other than the       Insurance Center), and nothing in this Agreement shall confer in eBix any       right, title or interest in or to the About User Data (other than the       Insurance Center and except to the extent that it is duplicative of About       Customer Data).",Ip Ownership Assignment
"eBix shall own and retain all right, title and interest in and to any       About Customer data generated on the Insurance Center, and nothing in this       Agreement shall confer in About any right, title or interest in<omitted>the About Customer data (except to the extent that it is duplicative of       About User data and as hereinafter provided).",Ip Ownership Assignment
"NEITHER PARTY SHALL HAVE ANY LIABILITY FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT THE LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILTY OF SUCH.",Cap On Liability
"Within three      business days of receiving Application Provider's written update,      Excite@Home will remove any advertising from Application Provider's listed      competitors displayed on the Co-Branded Pages.",Non-Compete
